name_guess,number_guess,img_url,profile_url
Mitchell Oldenburg,10,https://rxi.iscdn.net/2024/11/297200_unnamed-2024-11-07t131744781-removebg-preview1-removebg-pre.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/mitchell-oldenburg
Nate Thrasher,10,https://rxi.iscdn.net/2022/12/260080_thrasher_2023_yamaha_octopi_lm_0434-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/nate-thrasher
Nick Romano,10,https://rxi.iscdn.net/2022/12/260082_romano_2023_yamaha_octopi_lm_0347-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/nick-romano
Nico Koch,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/nico-koch
Noah Viney,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/noah-viney
Parker Ross,10,https://rxi.iscdn.net/2025/05/306806_screenshot2025-05-15at31632pm1-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/parker-ross
Pierce Brown,10,https://rxi.iscdn.net/2024/10/296464_296369unnamed-2024-10-10t143857858-2-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/pierce-brown
Preston Boespflug,10,https://rxi.iscdn.net/2024/10/296399_296480prestonboespflugheadshot-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/preston-boespflug
Preston Masciangelo,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/preston-masciangelo
Preston Taylor,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/preston-taylor
R.J. Hampshire,10,https://rxi.iscdn.net/2023/12/279102_headshotsdec2023-cudbyphoto-019-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/rj-hampshire
Reece Wheaton,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/reece-wheaton
Ricci Randanella,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/ricci-randanella
RJ Johnson,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/rj-johnson
Robbie Wageman,10,https://rxi.iscdn.net/2022/12/259925_sx23_robbie_wageman_smile_691x691px-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/robbie-wageman
Russell Buccheri,10,https://rxi.iscdn.net/2025/06/309461_imagejpeg0229-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/russell-buccheri
Ryan Breece,10,https://rxi.iscdn.net/2020/01/194810_screen_shot_2020-01-03_at_3-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/ryan-breece
Ryder DiFrancesco,10,https://rxi.iscdn.net/2024/12/298625_ryderdifrancesco-rockstarenergygasgasfactoryracing202505-re.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/ryder-difrancesco
Ryder Malinoski,10,https://rxi.iscdn.net/2025/09/314817_screenshot2025-09-15at123351pm-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/ryder-malinoski
Scott Meshey,10,https://rxi.iscdn.net/2023/06/270015_screenshot2023-06-07at24318pm-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/scott-meshey
Seth Hammaker,10,https://rxi.iscdn.net/2025/01/299274_hammaker2025kawasakiteam-shootsxoctopirsp2428nef1-removebg-.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/seth-hammaker
Shane McElrath,10,https://rxi.iscdn.net/2024/08/292911_screenshot2024-08-07at103922am-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/shane-mcelrath
Stav Orland,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/stav-orland
Stilez Robertson,10,https://rxi.iscdn.net/2024/10/296954_slice4-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/stilez-robertson
Theodore Pauli,10,https://rxi.iscdn.net/2021/01/218058_screen_shot_2021-01-12_at_6_31_58_pm-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/theodore-pauli
Thor Powell,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/thor-powell
Tiger Wood,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/tiger-wood
TJ Albright,10,https://rxi.iscdn.net/2019/03/180690_carscreen_shot_2019-03-10_at_9-removebg.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/tj-albright
Tom Vialle,10,https://rxi.iscdn.net/2023/12/279664_566365teamshootrbktmsxmx2024teamshootingrbktmsxmx2024-remov.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/tom-vialle
Trevor Colip,10,https://rxi.iscdn.net/2023/11/277540_screenshot2023-11-03at42618pm-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/trevor-colip
Tristan Lane,10,https://rxi.iscdn.net/2022/12/259965_sx23_tristian_lane_smile_691x691px-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/tristan-lane
Ty Masterpool,10,https://rxi.iscdn.net/2025/01/299271_masterpool2025kawasakiteam-shootsxoctopirsp2338nef1-removeb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/ty-masterpool
Vince Friese,10,https://rxi.iscdn.net/2021/01/217625_111320mcr0777vf-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/vince-freise
Vincent Luhovey,10,https://rxi.iscdn.net/2019/08/189071_image-1-removebg-preview.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/vincent-luhovey
Vincent Wey,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/vincent-wey
Wyatt Thurman,10,https://rxi.iscdn.net/i/logos/post_thumb.png?auto=format&q=90&w=3000&h=2000&fit=crop&crop=faces,https://racerxonline.com/rider/wyatt-thurman
