"2025 MONSTER ENERGY AMA SUPERCROSS"
"Anaheim #1"
"Jan 11, 2025"
""
"250 MAIN EVENT LINEUP"
"Race Length: 15:00 Timed"
"GRID      #    RIDER                 BIKE      SEED #                RESULT             HOMETOWN"
"1        38   Haiden Deegan        Yamaha        1                   1 (1)             Temecula, CA"
"2        23   Julien Beaumer         KTM         2                   1 (1)             Lake Havasu City"
"3       100   Cole Davies          Yamaha        3                   2 (1)             Waitoki, New Zealand"
"4        19   Jordon Smith         Triumph       4                   2 (1)             Belmont, NC"
"5        63   Hunter Yoder         Kawasaki      5                   3 (1)             Menifee, CA"
"6        25   Ryder Difrancesco     GasGas       6                   3 (1)             Bakersfield, Ca."
"7        30   Jo Shimoda            Honda        7                   4 (1)             Suzuka, JAPAN"
"8        61   Cole Thompson        Yamaha        8                   4 (1)             Brigden, Canada"
"9        36   Garrett Marchbanks   Kawasaki      9                   5 (1)             Coalville, UT"
"10       65   Lux Turner             KTM        10                   5 (1)             Gardnerville, NV"
"11      325   Stilez Robertson     Triumph      11                   6 (1)             Bakersfield, CA"
"12       93   Michael Mosiman      Yamaha       12                   6 (1)             Sebastopol CA"
"13       79   Max Miller           Yamaha       13                   7 (1)             Springfield, OR"
"14       54   Jett Reynolds        Yamaha       14                   7 (1)             Bakersfield, CA"
"15      943   Noah Viney            Honda       15                   8 (1)             Ottawa Ontario Canada"
"16       67   Joshua Varize          KTM        16                   8 (1)             Perris, CA"
"17       37   Coty Schock          Yamaha       17                   9 (1)             Dover, DE"
"18       52   Anthony Bourdon      Yamaha       18                   9 (1)             Hossegor, France"
"19      115   Gavin Towers          Honda       19         LCQ [1 6/6:31.480 (1) H1]   Pittsburgh pa"
"20      302   Parker Ross           Honda       20         LCQ [2 6/6:31.480 (1) H1]   Herald, CA"
"21      134   Avery Long             KTM        21         LCQ [3 6/6:31.480 (1) H1]   New London, MN"
"22       91   Tj Albright          Yamaha       22         LCQ [4 6/6:31.480 (1) H1]   Mt Marion NY"
""
""
""
""
"Generated by LiveTime Scoring Engine                                                                                Page 1/1"
""
